id,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
1,1.0,0.8996657580822269,0.8216805280517319,0.9248166792238264,0.9144738759024146,0.8397008549383775,0.9275273268804554,0.855235974119758,0.9032665373179485,0.9258200997725515,0.9028294419883721,0.8624393618641035,0.8415790922569886,0.8164965809277261,0.74535599249993,0.6799258825127176,0.6852482888641929,0.6201736729460423,0.6900655593423543
2,0.8996657580822269,1.0000000000000002,0.8475149127079971,0.9520261444664335,0.9196177163973479,0.8261718993102174,0.8796317484507068,0.8366600265340757,0.8655258109357169,0.9458598083774005,0.8571587930215916,0.8356716504931926,0.8908708063747479,0.9162514984957413,0.7777777777777779,0.7886494584847695,0.8260358673106315,0.6963733145988081,0.8266261087491843
3,0.8216805280517319,0.8475149127079971,1.0000000000000002,0.8547014857414091,0.8704152871424876,0.9707521105375896,0.8265399668689247,0.9744973133323777,0.770752493308062,0.8448194738658159,0.770752493308062,0.9650853298411699,0.8273951558890617,0.7964442430849974,0.9447477106355808,0.7794618374722445,0.7546669262716269,0.8834429004129742,0.7816856988743054
4,0.9248166792238264,0.9520261444664335,0.8547014857414091,1.0,0.917615434227462,0.8543442970510878,0.8748645005303106,0.8616965872065185,0.8401680504168058,0.9471662828302095,0.8401680504168058,0.8578613559192313,0.9019120678598664,0.9265553311936928,0.8180959881038617,0.8118990304530631,0.8545457724581935,0.7445123521701549,0.8546627914677694
5,0.9144738759024146,0.9196177163973479,0.8704152871424876,0.917615434227462,0.9999999999999999,0.8764692619806279,0.9226675238629534,0.893448783570146,0.8962892994638396,0.9340757841078818,0.9034050747413443,0.8961038961038962,0.868483244496081,0.8483677805978151,0.8081220356417688,0.7266428738535285,0.7395130975268679,0.7037637790389302,0.7481756236662596
6,0.8397008549383775,0.8261718993102174,0.9707521105375896,0.8543442970510878,0.8764692619806279,1.0,0.840651099988374,0.9680364345805618,0.7888106377466154,0.8518354199999201,0.7888106377466154,0.9609355985653721,0.8247860988423225,0.7888106377466155,0.930613232717706,0.7597371763975864,0.7355697124898273,0.8597598105925781,0.761904761904762
7,0.9275273268804554,0.8796317484507068,0.8265399668689247,0.8748645005303106,0.9226675238629534,0.840651099988374,0.9999999999999999,0.8879159424150685,0.9391497503490497,0.9296792762828684,0.945230271128159,0.8881254980101284,0.822794047384762,0.7770873402002615,0.7377556599909155,0.6153800371039878,0.6249548561413327,0.5916924010022533,0.6325461574710434
8,0.855235974119758,0.8366600265340757,0.9744973133323777,0.8616965872065185,0.893448783570146,0.9680364345805618,0.8879159424150685,1.0,0.831296593001178,0.8754507507354864,0.8311200056691858,0.9809068907638148,0.8305395344999218,0.7855844048495726,0.9208721925614441,0.7379913303106267,0.7135531639383459,0.8334725314234328,0.7392731441501926
9,0.9032665373179485,0.8655258109357169,0.770752493308062,0.8401680504168058,0.8962892994638396,0.7888106377466154,0.9391497503490497,0.831296593001178,1.0,0.9337524047116565,0.9464641239478724,0.8470143172071757,0.7852899489964795,0.7333333333333333,0.669438681395203,0.5587776039448995,0.5616465794857987,0.5114850136819268,0.5659334742401755
10,0.9258200997725515,0.9458598083774005,0.8448194738658159,0.9471662828302095,0.9340757841078818,0.8518354199999201,0.9296792762828684,0.8754507507354864,0.9337524047116565,1.0000000000000002,0.9088365459453834,0.8794483661264123,0.885253336275981,0.8840691878433617,0.7820743005880016,0.7326592606184831,0.7701324709510332,0.6708672717017623,0.7704128455846678
11,0.9028294419883721,0.8571587930215916,0.770752493308062,0.8401680504168058,0.9034050747413443,0.7888106377466154,0.945230271128159,0.8311200056691858,0.9464641239478724,0.9088365459453834,1.0,0.8468436065151881,0.7848998393313087,0.7333333333333333,0.669438681395203,0.5478421415179674,0.5614635825552013,0.511048342460137,0.565720291328632
12,0.8624393618641035,0.8356716504931926,0.9650853298411699,0.8578613559192313,0.8961038961038962,0.9609355985653721,0.8881254980101284,0.9809068907638148,0.8470143172071757,0.8794483661264123,0.8468436065151881,1.0,0.8246497592928593,0.7745966692414834,0.904333581656212,0.714435667973395,0.6907788433039822,0.8068664519531337,0.7156776886301487
